tier,concept,repo_path_or_url,title,date,words,proposed_page,publishability,why_it_matters
0,the OWASP summits,docs/2025/06/07/history-and-analysis-of-owasp-in-person-summits.md,history-and-analysis-of-owasp-in-person-summits.md,2025-06-07,5657,/owasp/,clean,"THE ONLY FULLY-RESEARCHED HISTORY IN THE CORPUS. 2008 Algarve, 2009 DC, 2011 Lisbon (named organiser), 2017 Woburn (named primary organiser), Open Security Summit from 2018. 'no spectators, only participants'. CC0 as published. Written in the THIRD PERSON - see 06__ section 4."
1,OS24 OS25 rising tide,team/humans/dinis_cruz/briefs/06/18/agentic-permissions/v0.33.40__strategy-brief__sg-send-rising-tide-strategy-better-competitors-better-us-open-source-the-need-wont-go-away.md,"The Rising Tide: The Better Everyone Gets, The Better We Get",2026-06-18,1702,/views/rising-tide/,clean,"'you want to build a model where the better your competitors are, the better you become.' Also argues the hyperscaler question both ways and does not resolve it."
1,OS46 the moat is a rate,team/humans/dinis_cruz/briefs/05/02/v0.27.5__article__moat-on-open-source-stack.md,"So If You Open Source Your Code, What Is Your Moat?",2026-05-09,1274,/views/the-moat/,clean,'A competitor who forks our code today gets our position as of today. They do not get our velocity.' Short and quotable.
1,OS42 signed CC / MIT-S,team/humans/dinis_cruz/briefs/02/23/part-4/v0.6.14__architecture__signed-creative-commons-legal-enforcement.md,Architecture + Research Brief: Signed Creative Commons — Legal Enforcement for PKI Provenance,2026-02-24,2286,/agents/provenance/,clean,"THE BRIDGE TO AI PROVENANCE, unwritten. MIT-S signature chains: 'original author -> modifier'. Written about HUMAN authorship and never applied to AI-generated code. The obvious next move - see 05__ section 5b. Also the only place GPL appears, both times as litigation precedent."
1,OS44 education gap,team/humans/dinis_cruz/briefs/03/28/v0.19.7__article__education-gaps-git-opensource.md,The Two Things Missing from Every Student's Education,2026-03-28,943,/views/education/,clean,A GENUINE ESSAY. 'Neither student could explain what open source was. Not the philosophy. Not the licences.' 'A student graduating in 2026 without understanding version control is like a student graduating in 1996 without understanding email.'
1,OS43 open source karma,team/humans/dinis_cruz/briefs/06/16/theses-and-reflections/v0.33.38__strategy-brief__why-share-collaborate-pay-it-forward-open-source-karma.md,"Why I Share: Collaboration, Feedback, And Paying It Forward (Part One)",2026-06-16,980,/views/why-share/,clean,"The personal register, and the only place it appears: 'I like that I live in a world where now it is all open source... I do not have to worry about intellectual property, NDAs, or secrets.'"
1,OS33 source-available,team/humans/dinis_cruz/briefs/06/13/doctor-patient-and-comparisons/v0.33.26__research-brief__sg-send-redcap-comparison-research-data-capture-open-source-zero-knowledge.md,Research And Comparison: REDCap Versus The SG/Vault Provider-Recipient Vaults,2026-06-13,1925,/views/definitions/,clean,"THE ONLY PRECISE DEFINITION IN THE CORPUS: 'Open source, in the accepted sense, means freedom to use, study, modify, and redistribute for any purpose including commercial use.' The source-available distinction, argued carefully."
1,OS54 the PBOM,team/humans/dinis_cruz/briefs/06/18/agentic-permissions/v0.33.40__arch-brief__permissions-bill-of-materials-augmenting-sbom-permissions-gate-exploitability.md,"The Permissions Bill Of Materials: Augmenting The SBOM, Because Permissions Gate Exploitability",2026-06-18,1712,/agents/compliance/,clean,"'you could argue this mapping is more important than the SBOM, because it should impact the SBOM.' One of three components of the unwritten licence-compliance-at-machine-speed thesis."
1,licence compliance in practice,team/roles/grc/reviews/02/25/v0.6.20__review__fastapi-mcp-dependency-governance.md,v0.6.20 GRC Review: fastapi-mcp Dependency Governance,2026-02-25,761,/practice/compliance/,clean,"THE ONLY WORKED COMPLIANCE ARTEFACT. One line pulled 17 transitive deps; SPDX table; 'License verdict: No compliance issues.' MANUAL, ONCE, EIGHTEEN MONTHS AGO. The gap is the page."
1,OS50 OS51 read keys,team/humans/dinis_cruz/briefs/08/14/sgit-site-and-hub/v0.33.58__strategy-brief__sgit-topic-sections-catalogue-read-keys-yes-write-keys-never-frozen-vaults.md,"Topic Sections As The Index For Vault Sprawl: Publish Read Keys, Never Write Keys, And A Vault Whose Write Key Is Lost Is Frozen Rather Than Broken",2026-08-14,3338,/practice/publishing/,clean,'A public vault's read key is published by definition.' The frozen-vault irreversibility. And openness applied to itself: 'it publishes your own weaknesses to an audience that includes people looking for them.'
1,agents as the audience,team/humans/dinis_cruz/briefs/08/14/sgit-site-and-hub/v0.33.58__cross-team-brief__sgit-ai-agent-access-report-markdown-is-excellent-site-is-not-indexed.md,"Agent Access Report: The Markdown Is Excellent And I Could Not Reach It, Because The Site Is Not In The Search Index",2026-08-14,1959,/agents/,BUILD REQUIREMENT,"'The audience is disproportionately agents.' 'It can read the map and cannot walk it.' THE MITIGATION LADDER IS A BUILD REQUIREMENT FOR THIS SITE, not a topic - see 07__ section 1."
1,the markdown twin,team/humans/dinis_cruz/briefs/05/31/v0.31.7__dev-brief__sg-send-per-page-semantic-graphs-references-edge-rendering.md,Per-Page Artefacts: Serving Semantic Knowledge Graphs And References Alongside The Content,2026-05-31,1919,/practice/publish-the-source/,clean,THE MECHANISM behind 'publish the source next to the render' - Lambda@Edge rendering of llms.txt and .md for static files. Plus the ambition: serve the semantic graph of every page alongside the text.
1,articles as vaults,team/humans/dinis_cruz/briefs/05/17/v0.27.55__dev-brief__articles-as-vaults-publishing-workflow.md,Articles As Vaults: Publishing Workflow With Evidence Packs And Agentic Provenance Capture,2026-05-17,3319,/practice/publish-the-source/,clean,THE RADICAL OPENNESS CLAIM: publish 'every prompt and decision that went into the finished piece'. Barely stated anywhere public. Belongs on the front page.
1,OS53 Brooks's Law,team/humans/dinis_cruz/briefs/07/28/ways-of-working-and-market-position/v0.33.53__strategy-brief__sg-send-scaling-collaboration-coordination-tax-was-the-ceiling-agents-pay-it-bigger-teams-more-juniors.md,"Scaling Collaboration: The Coordination Tax Was Always The Ceiling, And Agents Are The First Thing That Pays It",2026-07-28,3910,/agents/,clean,"Torvalds vs Brooks's Law, with Linux as the counterexample. ALSO the 28 Jul half of the junior-pipeline contradiction: 'apparent gains shifted work from juniors to seniors rather than removing it.'"
1,OS52 de-commoditisation,team/humans/dinis_cruz/briefs/05/17/v0.27.55__article__de-commoditising-the-commodity (1).md,De-Commoditising The Commodity: When Attrition Hides Inside The Cloud You Are Using,2026-05-17,2950,/views/,SHARED,"'the custom layer around the commodity grew large enough that the commodity stopped being the rational choice.' SHARED WITH wardley-maps.sgit.ai - that site owns it; link, do not duplicate."
1,OS47 OS48 consultancies,team/humans/dinis_cruz/briefs/06/30/partners-market-and-library/v0.33.38__strategy-brief__sg-send-consulting-firms-partner-segment-empower-open-source-managed-service-dual-role.md,Consulting Firms as Partners: Empower the People Who Already Own the Customer,2026-06-30,1370,/views/villagers/,clean,"'they want to be a user of this technology, they do not want to be maintaining it.' The demand-side statement of the villagers argument."
1,OWASP monetisation,team/humans/dinis_cruz/briefs/06/04/v0.32.3__strategy-brief__sg-send-owasp-expert-skills-evidence-revenue-streams.md,"Revenue Streams For Open-Source Experts: The OWASP Member, The Evidence, And The Buy-Side Deliverables",2026-06-04,2831,/owasp/monetisation/,clean,"'One of the challenges today is that you do not have good revenue streams easily.' The funding argument applied to a community he belongs to - a proposal from inside, not a critique from outside."
1,CC BY reasoning,team/humans/dinis_cruz/briefs/02/26/wikipedia-of-carrers/3__wikipedia-of-careers__sgraph-team-brief.md,How SG/Send Enables the Wikipedia for Careers,2026-02-26,1665,/practice/licences/,clean,"'The Creative Commons licence aligns with our zero-lock-in principle.' The clearest statement of WHY CC BY - alignment, not compliance."
1,BY vs BY-SA decision,team/humans/dinis_cruz/briefs/05/17/v0.27.55__strategy-brief__startup-idea-vaults-and-investor-packs (1).md,"Startup-Idea Vaults: Investor Packs As Product, Open-Source Business Templates, And The Seed Companies",2026-05-17,3471,/practice/licences/,clean,THE ONLY PLACE THE BY-vs-BY-SA CHOICE IS RECORDED: 'BY-SA encourages derivatives to stay open; BY is more permissive.' He chose permissive. A real decision with a real reason.
1,OS55 semantic OWASP,docs/2025/04/02/semantic-owasp__leveraging-genai-and-graphs-to-customise-and-scale-security-knowledge.md,semantic-owasp__leveraging-genai-and-graphs-to-customise-and-scale-security-knowledge.md,2025-04-02,8958,/owasp/semantic-owasp/,clean,"A FINISHED ARGUMENT NEVER EXECUTED. Organisations 'fork them into static custom guides, losing the benefit of OWASP's ongoing improvements.' Credits MGraph-DB to OWASP. CC0 as published."
1,OS49 sovereign cloud,docs/2025/02/24/an-open-source-sovereign-cloud-for-an-open-europe.md,{{ title }},2025-02-24,7603,/views/sovereignty/,clean,"THE SOVEREIGNTY THESIS FIRST STATED PUBLICLY, 16 months before the internal brief. '100% open-source... while simultaneously maintaining full compatibility with major cloud APIs.' 7,570 words. CC0."
1,the O2 retrospective,docs/2025/02/11/o2-platforms-methodstreams-2010-open-source-sast-engine.md,o2-platforms-methodstreams-2010-open-source-sast-engine.md,2025-02-11,5664,/owasp/projects/,clean,"THE ONLY RETROSPECTIVE ON ONE OF HIS OWN OPEN-SOURCE PROJECTS. Use as the model for the five that are missing, and as evidence he can write them. CC0."
1,training data licensing,docs/2025/04/01/europe-strategic-opportunity-in-gen-ai__a-deep-dive-into-six-defining-trends.md,{{title}},2025-04-01,5381,/agents/training-data/,STALE,THE ONLY SUBSTANTIVE PASSAGE ON TRAINING-DATA LICENSING - one paragraph. 'Open-source projects can lead the way here by openly cataloguing their training sets.' The argument has moved a long way since; see research__ Part 4 section 6. CC0.
1,OS56 Wikipedia model,docs/2025/03/29/from-top-down-to-organic-evolving-graphs-ontologies-and-taxonomies.md,from-top-down-to-organic-evolving-graphs-ontologies-and-taxonomies.md,2025-03-29,4452,/history/wikipedia/,clean,'thousands of editors organically adjust categories and links.' The bottom-up governance argument. CC0.
1,supply chain and Log4Shell,docs/2025/05/30/using-threat-modeling-and-semantic-graphs-to-secure-the-digital-supply-chain.md,using-threat-modeling-and-semantic-graphs-to-secure-the-digital-supply-chain.md,2025-05-30,6338,/history/security-reckonings/,clean,"The supply-chain security thread, with Log4Shell. Pairs with the history research's section 1.8. CC0."
1,the explorer/villager article,docs/2025/06/10/explorers-villagers-and-town-planners-understanding-the-generative-ai-divide.md,explorers-villagers-and-town-planners-understanding-the-generative-ai-divide.md,2025-06-10,6595,/views/villagers/,SHARED,The published PST article. SHARED WITH wardley-maps.sgit.ai. CC0.
2,the founder profile,library/alchemist/materials/v0.5.8__founder-profile__dinis-cruz.md,Founder Profile: Dinis Cruz,2026-02,1301,/owasp/,FACT ONLY,"THE SOURCE OF THE OWASP BOARD CLAIM. The fact is public and quotable ('Public record, founder biography'); the document is investor material and must not be published. Extract the claim, cite the public record instead."
2,the villagers market data,team/humans/dinis_cruz/briefs/07/31/markets-and-field-demo/v0.33.54__strategy-brief__sg-send-somebody-has-to-be-the-villagers-maintaining-non-functional-requirements-scarce-asset.md,"Somebody Has To Be The Villagers: Maintaining What The Explorers Built, And Why The Displaced Firms Hold The Scarce Asset",2026-07-31,3059,/views/villagers/,RE-SOURCE,Duplicate row deliberately: the M&A walk-away statistic and seven market figures are attributed as 'reported' / 'is cited as finding'. The brief itself flags that 'much of what circulates is vendor commentary recycling a smaller set of underlying studies'. Re-source or soften.
3,alchemist tree,library/alchemist/materials/v0.5.8__business-plan__sg-send.md,SGraph Send — Business Plan,2026-02,3316,DO-NOT-PUBLISH,INTERNAL ONLY,"Representative of the whole library/alchemist/materials/ tree - investment figures, valuation, revenue model, competitive positioning, pitch decks."
3,competitor map,team/humans/dinis_cruz/briefs/07/12/positioning-and-market/v0.33.48__strategy-brief__sg-send-why-the-opportunity-exists-grc-airgapped-from-reality-competitor-map-data-side-threat.md,"Why The Opportunity Exists: GRC Is Air-Gapped From Reality, And Who Could Close The Gap Faster",2026-07-12,2634,DO-NOT-PUBLISH,INTERNAL ONLY,Competitor map.
3,GTM commercial,library/docs/_to_process/secure-send-llm-retention-compliance-gtm.md,"Secure Send — LLM Integration, Retention, Compliance & Go-to-Market",2026,5979,DO-NOT-PUBLISH,INTERNAL ONLY,"API-credit resale margins, competitive analysis, naming-research admission."
3,named individual,team/roles/grc/reviews/02/19/v0.4.12__risk-acceptance__deliberate-token-exposure.md,v0.4.12 -- GRC Risk Acceptance: Deliberate Token Exposure via Published Documentation,2026-02-19,1632,DO-NOT-PUBLISH,INTERNAL ONLY,"Names a private individual as risk acceptor, with signature blocks."
3,attack roadmap,team/roles/appsec/reviews/02/21/v0.5.0__review__pki-architecture-security-revised.md,"AppSec Review: PKI Architecture Security -- Key Discovery, Chain of Trust, and Secure Pod (REVISED)",2026-02-21,5726,DO-NOT-PUBLISH,INTERNAL ONLY,Already classified: 'Publishing is publishing an attack roadmap for live code'.
3,named entity GDPR gaps,team/roles/grc/reviews/03/01/v0.7.19__workstream-proposal__grc.md,v0.7.19 — GRC Workstream Proposal: 1 March 2026,2026-03-01,7800,DO-NOT-PUBLISH,INTERNAL ONLY,Names a legal entity and enumerates its unfulfilled GDPR obligations; also maps a named third party's alleged violations.
0,THE HISTORY,research__history-and-success-stories.md,The history of open source and its major success stories,2026-08-24,0,/history/,IN THIS PACK,"18,000 words, researched fresh because the corpus has none. Timeline 1955-2026, 14 success stories, 2 failures, evidence table, 7 both-sides arguments, 17 corrected myths. Fetch failures reported inline. CHECK THE MARKED-UNVERIFIED FACTS BEFORE PUBLISHING."
0,the cURL evidence,https://daniel.haxx.se/blog/2025/07/14/death-by-a-thousand-slops/,Death by a thousand slops,2025-07-14,0,/agents/,LINK + QUOTE,~20% of 2025 bug-bounty submissions AI slop vs ~5% genuine. THE MOST IMPORTANT OPEN-SOURCE STORY OF 2025-26 and it is your argument with a named casualty.
0,the bounty closure,https://www.bleepingcomputer.com/news/security/curl-ending-bug-bounty-program-after-flood-of-ai-slop-reports/,curl ending bug bounty program,2026-01-22,0,/agents/,LINK ONLY,"Bounty closed 31 Jan 2026. 81 genuine reports and $90,000+ paid since 2019. ARR - cite, do not reproduce."
1,the $8.8tn paper,https://www.hbs.edu/ris/Publication%20Files/24-038_51f8444f-502c-4139-8bf2-56eb4b65c58a.pdf,"HBS WP 24-038 - Hoffmann, Nagle, Zhou",2024-01-01,0,/history/economics/,CITE WITH DEFINITION,"$8.8tn is DEMAND-SIDE REPLACEMENT COST, not value. Supply-side is $4.15bn. NEVER publish the headline without the definition - the corpus currently does."
1,the critique,https://openpath.quest/2024/questioning-the-value-of-open-source-software/,Questioning the value of open source software,2024,0,/history/economics/,CITE,Argues the realistic counterfactual yields $177 million - four orders of magnitude lower. Publish the $8.8tn only alongside this.
1,who coined it,https://opensource.com/article/18/2/coining-term-open-source-software,How I coined the term 'open source' - Christine Peterson,2018-02,0,/history/,LINK + QUOTE,NOT Eric Raymond. Peterson deliberately had someone with more community credibility introduce it so it would spread memetically.
1,the OSSRA numbers,https://news.blackduck.com/2026-02-25-Black-Duck-Research-Shows-Open-Source-Vulnerabilities-Have-Doubled-as-AI-Accelerates-Code-Creation,Black Duck OSSRA 2026,2026-02-25,0,/agents/compliance/,"CITE, NO CHARTS","98% of 947 audited codebases CONTAIN open source (presence, not share-of-lines). Vulns +107% YoY. Licence conflicts 68%, up 12 points, highest in OSSRA history. Only 24% check AI code across all four categories. ARR."
1,the ASF economics,https://apache.org/foundation/docs/FY2025AnnualReport.pdf,ASF FY2025 Annual Report,2025,0,/history/apache/,"LINK, DO NOT REHOST","295 top-level projects, 9,905 committers, 1,310 releases - on revenue of $2,080,861 against expenses of $2,279,270. NET LOSS. Infrastructure alone $1,464,767."
1,Let's Encrypt at ten,https://letsencrypt.org/2025/12/09/10-years,Let's Encrypt - 10 Years,2025-12-09,0,/history/lets-encrypt/,LINK + QUOTE,"HTTPS page loads from under 30% globally in 2015 to ~80% globally, ~95% US. ~10M certificates per day. The most measurable civilisational impact in the list."
1,the SQLite inversion,https://www.sqlite.org/copyright.html,SQLite copyright,-,0,/history/sqlite/,LINK + QUOTE,"Public domain, NOT open-source-licensed, and explicitly NOT open-contribution. Affidavits kept in a firesafe. Inverts almost every other story."
